GeneID	padj	pvalue	lfcSE	stat	log2FoldChange	baseMean	Symbol	Description
606500	1.47e-01	6.13e-02	0.1527	-1.8713891	-0.2856768	23.85	SNORD68	small nucleolar RNA, C/D box 68
23349	1.47e-01	6.13e-02	0.2452	-1.8710288	-0.4587567	62.62	PHF24	PHD finger protein 24
80206	1.47e-01	6.14e-02	0.0884	-1.8706816	-0.1654566	50.39	FHOD3	formin homology 2 domain containing 3
10739	1.47e-01	6.14e-02	0.2257	-1.87026	-0.422194	38.69	RFPL2	ret finger protein like 2
23016	1.47e-01	6.15e-02	0.0789	1.8699279	0.1476059	513.39	EXOSC7	exosome component 7
3658	1.47e-01	6.15e-02	0.066	-1.8699206	-0.1234285	2251.84	IREB2	iron responsive element binding protein 2
107986003	1.47e-01	6.15e-02	0.0707	-1.8695623	-0.1321883	431.54	LOC107986003	uncharacterized LOC107986003
54888	1.47e-01	6.16e-02	0.0681	-1.8695106	-0.1273179	2291.1	NSUN2	NOP2/Sun RNA methyltransferase 2
105369669	1.47e-01	6.16e-02	0.1485	-1.869479	-0.2775448	67.36	LOC105369669	uncharacterized LOC105369669
100286979	1.47e-01	6.16e-02	0.1774	1.869296	0.3315412	259.53	ANAPC1P1	ANAPC1 pseudogene 1
83590	1.47e-01	6.16e-02	0.0772	1.8692864	0.1442826	1775.9	TMUB1	transmembrane and ubiquitin like domain containing 1
105370337	1.47e-01	6.16e-02	0.1747	1.8692577	0.3264774	17.45	LOC105370337	uncharacterized LOC105370337
114789	1.47e-01	6.16e-02	0.0554	1.8691296	0.1034731	1116.28	SLC25A25	solute carrier family 25 member 25
63979	1.47e-01	6.16e-02	0.1225	-1.8689706	-0.2289216	407.52	FIGNL1	fidgetin like 1
54896	1.47e-01	6.17e-02	0.0726	1.8683653	0.1357114	551.06	SLC66A1	solute carrier family 66 member 1
85508	1.47e-01	6.17e-02	0.2377	-1.8683197	-0.4440805	18.32	SCRT2	scratch family transcriptional repressor 2
389677	1.47e-01	6.17e-02	0.1074	-1.8681483	-0.2007149	1096.48	RBM12B	RNA binding motif protein 12B
9091	1.47e-01	6.17e-02	0.0968	1.868183	0.1809138	1306.59	PIGQ	phosphatidylinositol glycan anchor biosynthesis class Q
256643	1.47e-01	6.17e-02	0.0607	-1.8681047	-0.1133331	716.58	BCLAF3	BCLAF1 and THRAP3 family member 3
105372707	1.47e-01	6.18e-02	0.0832	1.86799	0.1554862	417.15	LOC105372707	
53827	1.48e-01	6.18e-02	0.1009	1.8677641	0.18843	8379	FXYD5	FXYD domain containing ion transport regulator 5
102466864	1.48e-01	6.18e-02	0.1683	-1.8674328	-0.3143536	11.82	MIR6516	microRNA 6516
5129	1.48e-01	6.19e-02	0.1087	1.867219	0.2030381	119.84	CDK18	cyclin dependent kinase 18
64780	1.48e-01	6.19e-02	0.0724	1.8669557	0.1352368	7817.26	MICAL1	microtubule associated monooxygenase, calponin and LIM domain containing 1
113230	1.48e-01	6.19e-02	0.1813	1.8668046	0.3384909	119.64	MISP3	MISP family member 3
440829	1.48e-01	6.19e-02	0.0698	-1.8666718	-0.1303039	524.45	SHISA8	shisa family member 8
8626	1.48e-01	6.20e-02	0.2314	1.866188	0.431768	16.84	TP63	tumor protein p63
10607	1.48e-01	6.20e-02	0.0777	1.866009	0.144971	989.89	TBL3	transducin beta like 3
51177	1.48e-01	6.21e-02	0.0846	1.8658175	0.1579186	8241.33	PLEKHO1	pleckstrin homology domain containing O1
283177	1.48e-01	6.21e-02	0.3454	1.8655753	0.6443421	17.11	B3GAT1-DT	B3GAT1 divergent transcript
28947	1.48e-01	6.21e-02	0.2099	1.8654168	0.3914599	638.62	IGKJ4	immunoglobulin kappa joining 4
671	1.48e-01	6.21e-02	0.3954	1.8654666	0.7376217	885.95	BPI	bactericidal permeability increasing protein
10827	1.48e-01	6.22e-02	0.0503	1.8650687	0.0938735	739.61	FAM114A2	family with sequence similarity 114 member A2
145438	1.48e-01	6.22e-02	0.2878	-1.8648187	-0.536747	9.63	FRMD6-AS1	FRMD6 antisense RNA 1
54491	1.48e-01	6.22e-02	0.0849	1.8645946	0.1583312	1726.47	OTULINL	OTU deubiquitinase with linear linkage specificity like
27127	1.48e-01	6.22e-02	0.1562	-1.8646263	-0.2913293	21.69	SMC1B	structural maintenance of chromosomes 1B
286410	1.48e-01	6.23e-02	0.1052	-1.8642227	-0.1961645	898.97	ATP11C	ATPase phospholipid transporting 11C
55706	1.48e-01	6.23e-02	0.0626	-1.8640643	-0.1167222	534.21	NDC1	NDC1 transmembrane nucleoporin
109729137	1.49e-01	6.23e-02	0.1039	-1.8638503	-0.1935682	98.13	MEF2C-AS2	MEF2C antisense RNA 2
2199	1.49e-01	6.24e-02	0.2265	-1.8636909	-0.4222152	124.89	FBLN2	fibulin 2
5782	1.49e-01	6.24e-02	0.0902	1.8636327	0.1681037	4020.28	PTPN12	protein tyrosine phosphatase non-receptor type 12
283489	1.49e-01	6.24e-02	0.0741	-1.863222	-0.138055	628.84	CHAMP1	chromosome alignment maintaining phosphoprotein 1
10542	1.49e-01	6.25e-02	0.1086	1.8628783	0.2023764	1345.99	LAMTOR5	late endosomal/lysosomal adaptor, MAPK and MTOR activator 5
5498	1.49e-01	6.25e-02	0.0672	1.8630551	0.1252476	957.19	PPOX	protoporphyrinogen oxidase
9419	1.49e-01	6.25e-02	0.06	-1.862885	-0.1118544	960.6	CRIPT	CXXC repeat containing interactor of PDZ3 domain
100133669	1.49e-01	6.25e-02	0.1984	1.8629057	0.3695948	18.85	LY6E-DT	LY6E divergent transcript
100507398	1.49e-01	6.25e-02	0.128	-1.8630411	-0.2384585	73.3	INTS6-AS1	INTS6 antisense RNA 1
84460	1.49e-01	6.25e-02	0.1545	-1.8627604	-0.2877828	948.49	ZMAT1	zinc finger matrin-type 1
5746	1.49e-01	6.26e-02	0.2778	1.8621715	0.5173877	13.58	PTH2R	parathyroid hormone 2 receptor
144245	1.49e-01	6.26e-02	0.1538	-1.8620745	-0.2863456	454.79	ALG10B	ALG10 alpha-1,2-glucosyltransferase B
57595	1.49e-01	6.26e-02	0.1705	1.8619295	0.317419	2299.47	PDZD4	PDZ domain containing 4
2822	1.49e-01	6.26e-02	0.0624	-1.8617238	-0.1162529	266.27	GPLD1	glycosylphosphatidylinositol specific phospholipase D1
23368	1.49e-01	6.27e-02	0.0647	1.8614917	0.1204927	653.41	PPP1R13B	protein phosphatase 1 regulatory subunit 13B
85461	1.49e-01	6.27e-02	0.1861	-1.8612362	-0.3464001	17.27	TANC1	tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 1
55362	1.49e-01	6.27e-02	0.1589	1.8612133	0.2958147	851.39	TMEM63B	transmembrane protein 63B
100133985	1.49e-01	6.27e-02	0.191	-1.8609895	-0.3554787	13.19	LINC01816	long intergenic non-protein coding RNA 1816
138649	1.49e-01	6.28e-02	0.1407	-1.8609474	-0.2618438	101.08	ANKRD19P	ankyrin repeat domain 19, pseudogene
3654	1.49e-01	6.27e-02	0.0535	1.8609961	0.0994875	4678.16	IRAK1	interleukin 1 receptor associated kinase 1
818	1.49e-01	6.28e-02	0.0716	-1.860846	-0.1331591	5622	CAMK2G	calcium/calmodulin dependent protein kinase II gamma
101929947	1.49e-01	6.28e-02	0.1486	-1.8604012	-0.2764824	40.56	ITGA6-AS1	ITGA6 antisense RNA 1
285550	1.49e-01	6.28e-02	0.1094	1.8605013	0.2035482	976.09	FAM200B	family with sequence similarity 200 member B
284018	1.49e-01	6.28e-02	0.1232	1.8604047	0.2291198	66.17	C17orf58	chromosome 17 open reading frame 58
63977	1.49e-01	6.29e-02	0.0772	1.8601682	0.1435618	719.81	PRDM15	PR/SET domain 15
105371483	1.49e-01	6.29e-02	0.1459	1.8599665	0.2712893	58.84	LOC105371483	uncharacterized LOC105371483
2821	1.49e-01	6.29e-02	0.1035	1.8598128	0.192415	3855.23	GPI	glucose-6-phosphate isomerase
10591	1.49e-01	6.29e-02	0.1151	1.8596269	0.2140808	391.68	DNPH1	2'-deoxynucleoside 5'-phosphate N-hydrolase 1
118424	1.49e-01	6.30e-02	0.0529	1.8595062	0.0982768	2533.95	UBE2J2	ubiquitin conjugating enzyme E2 J2
9112	1.49e-01	6.30e-02	0.0478	-1.8595297	-0.088928	2676.31	MTA1	metastasis associated 1
4807	1.49e-01	6.30e-02	0.173	-1.859432	-0.3216234	22.51	NHLH1	nescient helix-loop-helix 1
60493	1.49e-01	6.30e-02	0.0474	1.8593543	0.0881961	755.65	FASTKD5	FAST kinase domains 5
2931	1.50e-01	6.30e-02	0.1194	1.8591212	0.2220348	4079.35	GSK3A	glycogen synthase kinase 3 alpha
22937	1.50e-01	6.30e-02	0.0827	-1.8590492	-0.1537791	4738.55	SCAP	SREBF chaperone
102465252	1.50e-01	6.30e-02	0.1209	-1.8590006	-0.2248348	94.16	MIR6506	microRNA 6506
100506622	1.50e-01	6.30e-02	0.251	1.8589325	0.4665975	24.45	LINC00540	long intergenic non-protein coding RNA 540
9925	1.50e-01	6.31e-02	0.0866	-1.8583438	-0.1610032	581.9	ZBTB5	zinc finger and BTB domain containing 5
4000	1.50e-01	6.31e-02	0.203	1.8582852	0.3771739	858.88	LMNA	lamin A/C
440918	1.50e-01	6.32e-02	0.1277	-1.8575267	-0.2372739	312.73	FLJ46875	uncharacterized LOC440918
5608	1.50e-01	6.32e-02	0.0857	-1.8575288	-0.159135	1037.99	MAP2K6	mitogen-activated protein kinase kinase 6
699	1.50e-01	6.33e-02	0.1396	1.8573754	0.2592135	86.86	BUB1	BUB1 mitotic checkpoint serine/threonine kinase
100128191	1.50e-01	6.33e-02	0.0629	-1.857201	-0.1168842	380.58	TMPO-AS1	TMPO antisense RNA 1
100131289	1.50e-01	6.33e-02	0.2595	-1.8569657	-0.481795	57.02	LOC100131289	uncharacterized LOC100131289
8085	1.50e-01	6.33e-02	0.079	-1.8570595	-0.1467587	7714.55	KMT2D	lysine methyltransferase 2D
54386	1.50e-01	6.33e-02	0.0698	1.8569663	0.1296519	4304.83	TERF2IP	TERF2 interacting protein
107986197	1.50e-01	6.34e-02	0.1345	-1.8565499	-0.2496614	64.27	LOC107986197	uncharacterized LOC107986197
105379393	1.50e-01	6.34e-02	0.2109	-1.8560416	-0.3915251	20.33	KAT6A-AS1	KAT6A antisense RNA 1
80746	1.50e-01	6.35e-02	0.0789	-1.8558875	-0.1464987	239.25	TSEN2	tRNA splicing endonuclease subunit 2
257396	1.50e-01	6.35e-02	0.1431	-1.8558979	-0.2656009	50.63	MOCS2-DT	MOCS2 divergent transcript
107984263	1.50e-01	6.35e-02	0.1484	-1.8556963	-0.2754755	35.09	LOC107984263	uncharacterized LOC107984263
55814	1.50e-01	6.35e-02	0.1134	-1.8554963	-0.210462	1373.06	BDP1	B double prime 1, subunit of RNA polymerase III transcription initiation factor IIIB
28681	1.50e-01	6.35e-02	0.1926	-1.8553833	-0.3573921	45.35	TRAV8-5	T cell receptor alpha variable 8-5 (pseudogene)
103752588	1.50e-01	6.36e-02	0.2462	1.8551236	0.4567766	16.28	PACERR	PTGS2 antisense NFKB1 complex-mediated expression regulator RNA
79696	1.50e-01	6.36e-02	0.146	-1.8550878	-0.270816	19.05	ZC2HC1C	zinc finger C2HC-type containing 1C
400999	1.51e-01	6.36e-02	0.1716	1.8548837	0.3183488	58.31	SLC20A1-DT	SLC20A1 divergent transcript
57337	1.51e-01	6.36e-02	0.1207	-1.854897	-0.2238589	1943.79	SENP7	SUMO specific peptidase 7
91181	1.51e-01	6.36e-02	0.2634	-1.8547104	-0.4884751	27.56	NUP210L	nucleoporin 210 like
112268051	1.51e-01	6.37e-02	0.1588	-1.8545494	-0.2945383	232.56	LOC112268051	
7277	1.51e-01	6.37e-02	0.1392	1.8544632	0.2582193	6478.98	TUBA4A	tubulin alpha 4a
148206	1.51e-01	6.37e-02	0.1446	-1.8542265	-0.2681517	271.65	ZNF714	zinc finger protein 714
481	1.51e-01	6.37e-02	0.1537	1.8540865	0.2850073	105.88	ATP1B1	ATPase Na+/K+ transporting subunit beta 1
642236	1.51e-01	6.38e-02	0.36	-1.85392	-0.6673969	23.6	FRG1JP	FSHD region gene 1 family member J, pseudogene
140849	1.51e-01	6.38e-02	0.1805	-1.8536624	-0.3346403	25.06	LINC00266-1	replaced by ID 107126285
10559	1.51e-01	6.38e-02	0.1173	1.8533295	0.2173934	1085.51	SLC35A1	solute carrier family 35 member A1
10131	1.51e-01	6.38e-02	0.0691	-1.8532961	-0.1279819	1524.62	TRAP1	TNF receptor associated protein 1
101928464	1.51e-01	6.40e-02	0.1058	1.8524191	0.195989	98.52	ZNF433-AS1	ZNF433 and ZNF878 antisense RNA 1
102723870	1.51e-01	6.40e-02	0.1919	1.8522505	0.3554086	13.04	LOC102723870	uncharacterized LOC102723870
57185	1.51e-01	6.40e-02	0.0754	-1.8521843	-0.139661	1887.54	NIPAL3	NIPA like domain containing 3
221756	1.51e-01	6.40e-02	0.1468	-1.8519982	-0.2717971	216.53	SERPINB9P1	serpin family B member 9 pseudogene 1
166379	1.51e-01	6.40e-02	0.0883	1.8518623	0.1634612	103.55	BBS12	Bardet-Biedl syndrome 12
66002	1.51e-01	6.40e-02	0.203	-1.8518499	-0.3759959	142.9	CYP4F12	cytochrome P450 family 4 subfamily F member 12
79446	1.51e-01	6.41e-02	0.0911	1.8514894	0.1686466	242.87	WDR25	WD repeat domain 25
100873990	1.51e-01	6.41e-02	0.242	1.8514875	0.4479913	14.99	HCFC1-AS1	HCFC1 antisense RNA 1
130367	1.52e-01	6.42e-02	0.0955	-1.8509673	-0.1767446	193.69	SGPP2	sphingosine-1-phosphate phosphatase 2
79734	1.52e-01	6.42e-02	0.0622	1.8507191	0.1152007	819.84	KCTD17	potassium channel tetramerization domain containing 17
92017	1.52e-01	6.42e-02	0.0943	-1.8506403	-0.174453	1297.59	SNX29	sorting nexin 29
84072	1.52e-01	6.43e-02	0.2064	-1.8502726	-0.3819192	84.09	HORMAD1	HORMA domain containing 1
78991	1.52e-01	6.43e-02	0.0712	-1.8503192	-0.1317873	1145.82	PCYOX1L	prenylcysteine oxidase 1 like
56893	1.52e-01	6.43e-02	0.0663	1.850181	0.1225754	1205.79	UBQLN4	ubiquilin 4
2306	1.52e-01	6.43e-02	0.2111	1.8497546	0.390393	41.2	FOXD2	forkhead box D2
101927412	1.52e-01	6.43e-02	0.3117	-1.8498667	-0.5766225	24.2	LINC01781	long intergenic non-protein coding RNA 1781
80775	1.52e-01	6.43e-02	0.0871	-1.8498921	-0.1611805	214.63	TMEM177	transmembrane protein 177
391475	1.52e-01	6.43e-02	0.3436	1.8497849	0.6355145	12.98	DYTN	dystrotelin
112267973	1.52e-01	6.43e-02	0.1651	-1.8497499	-0.3053482	84.96	LOC112267973	replaced by ID 387357
29993	1.52e-01	6.44e-02	0.1865	1.8496086	0.3449622	251.54	PACSIN1	protein kinase C and casein kinase substrate in neurons 1
10912	1.52e-01	6.44e-02	0.1974	1.8492646	0.3649911	86.83	GADD45G	growth arrest and DNA damage inducible gamma
63906	1.52e-01	6.44e-02	0.065	1.8490872	0.1202051	692.52	GPATCH3	G-patch domain containing 3
23232	1.52e-01	6.45e-02	0.0974	-1.8485116	-0.1801045	199.37	TBC1D12	TBC1 domain family member 12
5327	1.52e-01	6.46e-02	0.1529	-1.8479411	-0.2824814	26.29	PLAT	plasminogen activator, tissue type
338799	1.52e-01	6.47e-02	0.0889	-1.8476547	-0.1641982	1526.15	LINC01089	long intergenic non-protein coding RNA 1089
6992	1.52e-01	6.47e-02	0.0912	1.8474792	0.1684533	3133.46	PPP1R11	protein phosphatase 1 regulatory inhibitor subunit 11
27069	1.52e-01	6.47e-02	0.0623	1.8474944	0.1150215	6247.07	GHITM	growth hormone inducible transmembrane protein
105373289	1.52e-01	6.47e-02	0.2127	-1.8473682	-0.3929007	16.93	LOC105373289	LOC105373289
59343	1.52e-01	6.47e-02	0.0458	-1.8470964	-0.0846602	1298.41	SENP2	SUMO specific peptidase 2
4326	1.53e-01	6.48e-02	0.1176	-1.8468045	-0.2170966	550.4	MMP17	matrix metallopeptidase 17
105376093	1.53e-01	6.48e-02	0.2059	-1.8466643	-0.380207	14.29	LOC105376093	uncharacterized LOC105376093
7326	1.53e-01	6.49e-02	0.0541	1.8462195	0.0998722	2223.61	UBE2G1	ubiquitin conjugating enzyme E2 G1
107986597	1.53e-01	6.49e-02	0.1448	-1.8460452	-0.2672847	23.54	LOC107986597	
100271927	1.53e-01	6.49e-02	0.1031	-1.8458671	-0.1902876	2259.32	RASA4B	RAS p21 protein activator 4B
81502	1.53e-01	6.50e-02	0.0982	1.8454683	0.1812753	4604.34	HM13	histocompatibility minor 13
5423	1.53e-01	6.50e-02	0.0937	1.8454044	0.1729423	855.4	POLB	DNA polymerase beta
5351	1.53e-01	6.50e-02	0.1481	1.8451605	0.2733025	1930.33	PLOD1	procollagen-lysine,2-oxoglutarate 5-dioxygenase 1
388558	1.53e-01	6.51e-02	0.1084	-1.8448	-0.2000485	850.81	ZNF808	zinc finger protein 808
613	1.53e-01	6.51e-02	0.1022	1.8446485	0.188494	3412.95	BCR	BCR activator of RhoGEF and GTPase
493812	1.53e-01	6.51e-02	0.108	1.8442879	0.1991873	515.79	HCG11	HLA complex group 11
11226	1.53e-01	6.52e-02	0.0891	1.8440564	0.1643797	835.01	GALNT6	polypeptide N-acetylgalactosaminyltransferase 6
105370774	1.53e-01	6.52e-02	0.1133	-1.8438789	-0.2089018	117.16	LOC105370774	uncharacterized LOC105370774
105372592	1.53e-01	6.52e-02	0.1711	-1.843928	-0.3154268	20.96	LOC105372592	uncharacterized LOC105372592
11136	1.53e-01	6.52e-02	0.2258	-1.8437855	-0.4163424	16.09	SLC7A9	solute carrier family 7 member 9
158257	1.53e-01	6.52e-02	0.144	-1.8436532	-0.2655403	178.37	LINC02603	long intergenic non-protein coding RNA 2603
100874111	1.53e-01	6.53e-02	0.2131	1.843518	0.3928062	20.5	STEAP3-AS1	STEAP3 antisense RNA 1
84272	1.53e-01	6.53e-02	0.0564	-1.843296	-0.1039162	4220.59	YIPF4	Yip1 domain family member 4
30061	1.54e-01	6.54e-02	0.117	-1.842449	-0.2155653	4028.47	SLC40A1	solute carrier family 40 member 1
93978	1.54e-01	6.54e-02	0.1983	1.8422944	0.3654135	62.46	CLEC6A	C-type lectin domain containing 6A
100134869	1.54e-01	6.55e-02	0.2454	-1.8421472	-0.4520302	23.17	UBE2Q2P2	UBE2Q2 pseudogene 2
201292	1.54e-01	6.54e-02	0.0556	-1.8421745	-0.1023822	1365.21	TRIM65	tripartite motif containing 65
9689	1.54e-01	6.55e-02	0.0383	1.8420473	0.0704675	5842.01	BZW1	basic leucine zipper and W2 domains 1
105369250	1.54e-01	6.55e-02	0.2918	-1.8418983	-0.5374625	27.83	LOC105369250	uncharacterized LOC105369250
399473	1.54e-01	6.55e-02	0.1858	-1.8419247	-0.3422815	24.51	SPRED3	sprouty related EVH1 domain containing 3
102467081	1.54e-01	6.55e-02	0.2575	1.8415794	0.4741162	13.75	LOC102467081	uncharacterized LOC102467081
11076	1.54e-01	6.56e-02	0.1524	-1.8413933	-0.2805713	123.61	TPPP	tubulin polymerization promoting protein
4065	1.54e-01	6.56e-02	0.0866	-1.8411436	-0.1594398	1504.9	LY75	lymphocyte antigen 75
320	1.54e-01	6.57e-02	0.1677	-1.8406938	-0.308722	42.78	APBA1	amyloid beta precursor protein binding family A member 1
107985946	1.54e-01	6.57e-02	0.1016	-1.8402237	-0.1869836	219.34	LOC107985946	uncharacterized LOC107985946
995	1.54e-01	6.57e-02	0.1328	1.8402752	0.2443236	102.66	CDC25C	cell division cycle 25C
51645	1.54e-01	6.57e-02	0.0918	1.8403686	0.1689952	314.82	PPIL1	peptidylprolyl isomerase like 1
23151	1.54e-01	6.57e-02	0.0695	1.840205	0.1278513	1850.92	GRAMD4	GRAM domain containing 4
283219	1.54e-01	6.58e-02	0.0818	1.8397417	0.1505645	798.07	KCTD21	potassium channel tetramerization domain containing 21
107985034	1.55e-01	6.59e-02	0.1294	1.8388192	0.2379212	1272.64	LOC107985034	uncharacterized LOC107985034
6576	1.55e-01	6.60e-02	0.1056	1.8383955	0.1941505	1428.55	SLC25A1	solute carrier family 25 member 1
51092	1.55e-01	6.61e-02	0.1078	1.837421	0.1981644	2713.28	SIDT2	SID1 transmembrane family member 2
100128788	1.55e-01	6.62e-02	0.1625	-1.8373876	-0.2985342	25.57	SRRM2-AS1	SRRM2 antisense RNA 1
6634	1.55e-01	6.62e-02	0.0415	1.8372696	0.0762726	3062	SNRPD3	small nuclear ribonucleoprotein D3 polypeptide
130872	1.55e-01	6.62e-02	0.0852	-1.8371372	-0.1564716	3588.15	AHSA2P	activator of HSP90 ATPase homolog 2, pseudogene
677793	1.55e-01	6.63e-02	0.2645	-1.8367085	-0.4857989	11.4	SNORA2A	small nucleolar RNA, H/ACA box 2A
283377	1.55e-01	6.62e-02	0.0687	-1.8367581	-0.126176	459.38	SPRYD4	SPRY domain containing 4
51172	1.55e-01	6.63e-02	0.0678	-1.836433	-0.1244923	879.98	NAGPA	N-acetylglucosamine-1-phosphodiester alpha-N-acetylglucosaminidase
255057	1.55e-01	6.63e-02	0.1365	1.8364791	0.2506601	46.68	CBARP	CACN subunit beta associated regulatory protein
54819	1.55e-01	6.63e-02	0.1479	1.8362651	0.2715892	508.78	ZCCHC10	zinc finger CCHC-type containing 10
2926	1.55e-01	6.63e-02	0.0432	1.8361211	0.0793597	2390.39	GRSF1	G-rich RNA sequence binding factor 1
54826	1.55e-01	6.63e-02	0.1394	1.836066	0.2558737	234.57	GIN1	gypsy retrotransposon integrase 1
2517	1.56e-01	6.65e-02	0.0941	-1.8349016	-0.1726719	949.06	FUCA1	alpha-L-fucosidase 1
105369349	1.56e-01	6.65e-02	0.2693	1.8349737	0.494141	13.19	LOC105369349	
83538	1.56e-01	6.65e-02	0.2723	1.8348835	0.4996988	57.62	ODAD4	outer dynein arm docking complex subunit 4
124535	1.56e-01	6.65e-02	0.161	-1.8349719	-0.2954305	68.77	HSF5	heat shock transcription factor 5
7818	1.56e-01	6.66e-02	0.0377	1.8345506	0.069118	2940.25	DAP3	death associated protein 3
85001	1.56e-01	6.66e-02	0.1185	1.8340673	0.2172498	121.09	MGC16275	uncharacterized protein MGC16275
79629	1.56e-01	6.66e-02	0.086	1.8340877	0.1577674	663.76	OCEL1	occludin/ELL domain containing 1
26134	1.56e-01	6.67e-02	0.1419	-1.8336319	-0.2602145	48.78	RALGAPA1P1	RALGAPA1 pseudogene 1
109617013	1.56e-01	6.68e-02	0.2148	-1.8333466	-0.3938132	18.66	SNORD63B	small nucleolar RNA, C/D box 63B
22800	1.56e-01	6.68e-02	0.1338	1.8332843	0.2452319	671.4	RRAS2	RAS related 2
2923	1.56e-01	6.68e-02	0.0807	1.8333083	0.1478979	6245.66	PDIA3	protein disulfide isomerase family A member 3
83439	1.56e-01	6.68e-02	0.0971	-1.8331045	-0.1779074	130.23	TCF7L1	transcription factor 7 like 1
79171	1.56e-01	6.68e-02	0.1068	1.8331022	0.1957256	2329.55	RBM42	RNA binding motif protein 42
105378728	1.56e-01	6.68e-02	0.1729	1.8329736	0.3168418	14.35	LOC105378728	uncharacterized LOC105378728
29765	1.56e-01	6.68e-02	0.0842	-1.8328034	-0.1543631	205	TMOD4	tropomodulin 4
7030	1.56e-01	6.68e-02	0.1218	1.8327152	0.2233074	6228.18	TFE3	transcription factor binding to IGHM enhancer 3
2091	1.56e-01	6.69e-02	0.0881	1.8325696	0.1614402	4607.19	FBL	fibrillarin
100506060	1.56e-01	6.69e-02	0.1165	-1.8324511	-0.2134999	181.42	SMG1P7	SMG1 pseudogene 7
105371744	1.56e-01	6.69e-02	0.2319	1.8324017	0.4248695	23.17	LOC105371744	replaced by ID 105371745
100131691	1.56e-01	6.69e-02	0.0811	-1.8324528	-0.1485369	202.01	MZF1-AS1	MZF1 antisense RNA 1
10930	1.56e-01	6.70e-02	0.1553	-1.8317386	-0.2844882	32.73	APOBEC2	apolipoprotein B mRNA editing enzyme catalytic subunit 2
1459	1.56e-01	6.70e-02	0.0554	-1.8316927	-0.101399	579.55	CSNK2A2	casein kinase 2 alpha 2
3709	1.56e-01	6.70e-02	0.0795	-1.8315935	-0.1456458	1152.69	ITPR2	inositol 1,4,5-trisphosphate receptor type 2
54602	1.57e-01	6.71e-02	0.1306	-1.8308075	-0.2390227	143.38	NDFIP2	Nedd4 family interacting protein 2
5368	1.57e-01	6.72e-02	0.1662	-1.830646	-0.3043128	172.99	PNOC	prepronociceptin
55051	1.57e-01	6.71e-02	0.0361	-1.830677	-0.0661421	1708.26	NRDE2	NRDE-2, necessary for RNA interference, domain containing
3875	1.57e-01	6.72e-02	0.1707	1.8302864	0.3124129	91.21	KRT18	keratin 18
284367	1.57e-01	6.72e-02	0.2019	1.8300998	0.369516	333.03	SIGLEC17P	sialic acid binding Ig like lectin 17, pseudogene
102723464	1.57e-01	6.73e-02	0.1526	-1.8298888	-0.2792791	19.18	LOC102723464	uncharacterized LOC102723464
57162	1.57e-01	6.73e-02	0.112	-1.8297606	-0.2049596	6539.79	PELI1	pellino E3 ubiquitin protein ligase 1
100507670	1.57e-01	6.73e-02	0.1733	1.8295105	0.3170001	20.14	ZNF687-AS1	ZNF687 antisense RNA 1
55616	1.57e-01	6.73e-02	0.161	1.8293934	0.2944989	38.1	ASAP3	ArfGAP with SH3 domain, ankyrin repeat and PH domain 3
5471	1.57e-01	6.73e-02	0.0987	-1.8293885	-0.1804799	389.58	PPAT	phosphoribosyl pyrophosphate amidotransferase
54617	1.57e-01	6.75e-02	0.0662	-1.8285741	-0.1210341	1356.82	INO80	INO80 complex ATPase subunit
105369194	1.57e-01	6.75e-02	0.2825	1.8284348	0.516583	91.35	LOC105369194	uncharacterized LOC105369194
5558	1.57e-01	6.75e-02	0.0602	1.828333	0.1101421	316.41	PRIM2	DNA primase subunit 2
112268252	1.57e-01	6.75e-02	0.3602	1.8283468	0.6586014	83.84	LOC112268252	uncharacterized LOC112268252
92595	1.57e-01	6.75e-02	0.0511	-1.828092	-0.0934011	670.27	ZNF764	zinc finger protein 764
57404	1.57e-01	6.76e-02	0.0837	-1.8277876	-0.1529364	1481.78	CYP20A1	cytochrome P450 family 20 subfamily A member 1
107985392	1.57e-01	6.76e-02	0.1708	-1.827742	-0.3121203	171.33	LOC107985392	uncharacterized LOC107985392
3691	1.58e-01	6.76e-02	0.2456	1.8275707	0.4488581	122.47	ITGB4	integrin subunit beta 4
7343	1.58e-01	6.77e-02	0.0582	-1.8272835	-0.1064057	6033.65	UBTF	upstream binding transcription factor
22928	1.58e-01	6.78e-02	0.0474	1.8264435	0.0865293	2914.43	SEPHS2	selenophosphate synthetase 2
51534	1.58e-01	6.78e-02	0.0513	1.826193	0.0936735	1348.38	VTA1	vesicle trafficking 1
80212	1.58e-01	6.78e-02	0.1019	1.8261046	0.1861068	1571.13	CCDC92	coiled-coil domain containing 92
4686	1.58e-01	6.79e-02	0.0564	-1.8259593	-0.1030385	1634.39	NCBP1	nuclear cap binding protein subunit 1
5318	1.58e-01	6.79e-02	0.1913	-1.8259256	-0.3492654	42.05	PKP2	plakophilin 2
159	1.58e-01	6.79e-02	0.0513	-1.8257795	-0.093587	2705.37	ADSS2	adenylosuccinate synthase 2
10455	1.58e-01	6.79e-02	0.0511	1.8256878	0.0932479	520.42	ECI2	enoyl-CoA delta isomerase 2
5050	1.58e-01	6.80e-02	0.0905	1.8250608	0.1652385	291.88	PAFAH1B3	platelet activating factor acetylhydrolase 1b catalytic subunit 3
84838	1.58e-01	6.81e-02	0.0884	-1.8245184	-0.161226	711.47	ZNF496	zinc finger protein 496
